title,age_rating,duration_min,genre,budget,revenue,platform
Max Keeble's Big Move,PG,88.0,"Comedy, Family and Children",140685065.87,467227415.94,Disney+
Soul,PG,107.0,"Animation, Comedy, Family and Children",211742425.45,704853682.97,Disney+
Arendelle Castle Yule Log,G,180.0,"Animation, Family and Children",93344298.93,308912924.76,Disney+
Buried Truth of the Maya,PG,48.0,"Documentary and Educational, History",95268873.42,315348985.05,Disney+
Dory's Reef Cam,G,182.0,"Animation, Family and Children",19105124.62,60646201.02,Disney+
Into the Woods,PG,126.0,"Action, Fantasy, Musicals",206359543.58,686852533.87,Disney+
"Miraculous World: New York, United Heroez",PG,60.0,"Action, Animation, Fantasy",170780001.33,567869308.79,Disney+
Disney Channel's Epic Holiday Showdown,G,50.0,Fantasy,105478108.7,349490170.18,Disney+
Gender Revolution: A Journey With Katie Couric,13+,93.0,Documentary and Educational,161669967.02,537404013.45,Disney+
High School Musical: The Musical: The Holiday Special,G,46.0,"Drama, Musicals, Romance",141304238.82,469298021.38,Disney+
Ralph Breaks the Internet,PG,116.0,"Action, Animation, Comedy",153886038.55,511373411.21,Disney+
Safety,PG,123.0,"Documentary and Educational, Drama, Sports",191268089.45,636384490.45,Disney+
Anastasia,G,95.0,"Animation, Family and Children, Fantasy",198340778.77,660036604.31,Disney+
Godmothered,PG,113.0,"Comedy, Family and Children, Fantasy",87398387.92,289028923.36,Disney+
Man vs. Shark,PG,45.0,Documentary and Educational,43082265.65,140829289.05,Disney+
Mulan,13+,117.0,"Action, Drama",47833620.18,156718517.77,Disney+
Sky High,PG,101.0,"Action, Comedy, Family and Children",192177874.88,639426946.81,Disney+
The Disney Holiday Singalong,G,45.0,"Family and Children, Musicals",261989112.44,872885998.44,Disney+
The Nutcracker and the Four Realms,PG,101.0,"Action, Family and Children, Fantasy",123439387.23,409555328.72,Disney+
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,83.0,"Comedy, Drama, Family and Children",51686527.94,169603208.31,Disney+
Black Beauty,PG,111.0,"Documentary and Educational, Drama",227224146.99,756626838.04,Disney+
From Our Family to Yours,G,3.0,"Animation, Family and Children",249914352.85,832506225.47,Disney+
Folklore: the long pond studio sessions,13+,107.0,"Documentary and Educational, Musicals",264294150.49,880594384.88,Disney+
Planes,PG,94.0,"Action, Animation, Comedy",182442597.25,606870745.77,Disney+
Planes: Fire & Rescue,PG,85.0,"Action, Animation, Comedy",258357839.26,860742486.53,Disney+
The Real Right Stuff,PG,90.0,"Documentary and Educational, History",5609072.58,15513416.95,Disney+
LEGO Star Wars Holiday Special,PG,48.0,"Action, Animation, Comedy",33063504.73,107325078.19,Disney+
Home Alone,PG,103.0,"Comedy, Family and Children",28680244.05,92666809.45,Disney+
Home Alone 2: Lost in New York,PG,121.0,"Comedy, Family and Children",214068800.59,712633423.79,Disney+
Home Alone 3,PG,103.0,"Comedy, Family and Children",21804953.28,69674825.37,Disney+
Petra: Secrets of the Ancient Builders,G,45.0,"Documentary and Educational, History",149412947.37,496414736.03,Disney+
Ultimate Viking Sword,PG,45.0,"Documentary and Educational, History",142339362.69,472759627.95,Disney+
Disney's A Christmas Carol,PG,97.0,"Animation, Fantasy",93900353.54,310772453.21,Disney+
Mr. Magoo,PG,88.0,"Action, Comedy, Thriller",261251145.81,870418129.43,Disney+
Prep & Landing,G,23.0,"Animation, Family and Children, Fantasy",51959527.36,170516158.56,Disney+
Prep & Landing: Naughty vs. Nice,G,23.0,"Animation, Family and Children, Fantasy",106386372.54,352527538.12,Disney+
Disney Channel Halloween House Party,G,23.0,Comedy,232477278.51,774194082.87,Disney+
The Sorcerer's Apprentice,PG,111.0,"Action, Fantasy",10096272.0,30519272.16,Disney+
Once Upon a Snowman,PG,12.0,"Animation, Comedy, Drama",202212169.67,672983105.21,Disney+
Pompeii: Secrets Of The Dead,PG,45.0,"Documentary and Educational, History",245102920.18,816416086.59,Disney+
Toy Story of Terror!,G,22.0,"Animation, Comedy, Family and Children",279748083.81,932274612.05,Disney+
Beverly Hills Chihuahua,PG,95.0,"Action, Comedy, Family and Children",263012695.51,876309010.83,Disney+
Clouds,13+,122.0,"Documentary and Educational, Drama, Musicals",96495850.93,319452178.42,Disney+
Lost on Everest,13+,60.0,"Documentary and Educational, Thriller",176322878.26,586405504.91,Disney+
Marvel's Iron Man & Captain America: Heroes United,PG,72.0,"Action, Animation, Sci-Fi",24110754.45,77385763.8,Disney+
Oil Spill of The Century,PG,45.0,"Documentary and Educational, History",78103131.06,257944216.55,Disney+
The Chronicles Of Narnia: The Voyage of the Dawn Treader,PG,113.0,"Action, Family and Children, Fantasy",29172491.25,94312956.51,Disney+
Wild Portugal,13+,45.0,"Documentary and Educational, Family and Children",95240999.76,315255771.42,Disney+
X2,13+,134.0,"Action, Family and Children, Sci-Fi",262680976.82,875199694.74,Disney+
Mr. Holland's Opus,PG,143.0,"Drama, Musicals",104802885.06,347232122.99,Disney+
Disneynature Oceans,G,84.0,"Documentary and Educational, Family and Children",169007532.8,561941913.19,Disney+
Hidden Figures,PG,128.0,"Documentary and Educational, Drama, Family and Children",130580873.59,433437510.03,Disney+
Secret Society of Second-Born Royals,PG,99.0,"Action, Drama, Family and Children",138216040.77,458970632.65,Disney+
The Giant Robber Crab,PG,44.0,Documentary and Educational,290902043.5,969575094.63,Disney+
Ever After: A Cinderella Story,13+,122.0,"Drama, Romance",89550186.01,296224852.82,Disney+
Morning Light,PG,99.0,"Documentary and Educational, Sports",188570016.39,627361737.08,Disney+
Notre Dame: Race Against The Inferno,PG,45.0,Documentary and Educational,126598738.2,420120663.31,Disney+
Christopher Robin,PG,109.0,"Drama, Family and Children, Fantasy",19282708.13,61240066.43,Disney+
D2: The Mighty Ducks,PG,107.0,"Comedy, Drama, Family and Children",147309918.66,489381898.54,Disney+
D3: The Mighty Ducks,PG,104.0,"Comedy, Drama",244189655.38,813361994.71,Disney+
Trick or Treat,G,9.0,"Animation, Family and Children, Fantasy",30527137.64,98843093.38,Disney+
Alice Through the Looking Glass,PG,115.0,"Action, Fantasy",21807962.37,69684888.21,Disney+
Phineas and Ferb The Movie: Candace Against the Universe,G,86.0,"Action, Animation, Comedy",46935824.6,153716157.24,Disney+
Back to the Titanic,PG,44.0,"Documentary and Educational, History",229555633.31,764423671.38,Disney+
Beauty and the Beast,PG,138.0,"Family and Children, Fantasy, Musicals",217474619.86,724022984.61,Disney+
Mars: One Day on the Red Planet,PG,88.0,Documentary and Educational,169940312.9,565061267.13,Disney+
The One and Only Ivan,PG,95.0,"Drama, Family and Children, Fantasy",140999694.82,468279581.45,Disney+
Disney Zombies 2,G,84.0,"Drama, Fantasy, Musicals",266609418.6,888336982.12,Disney+
India's Wild Leopards,13+,45.0,Documentary and Educational,230242649.33,766721154.05,Disney+
Magic Camp,PG,101.0,"Comedy, Family and Children",243770733.14,811961057.08,Disney+
Marvel Studios' Ant-Man and the Wasp,13+,120.0,"Action, Comedy, Sci-Fi",244165428.1,813280975.12,Disney+
The Greatest Showman,PG,106.0,"Documentary and Educational, Drama, Family and Children",193172429.27,642752883.03,Disney+
Howard,PG,95.0,"Documentary and Educational, Musicals",137946372.67,458068822.85,Disney+
Prince of Persia: The Sands of Time,13+,117.0,"Action, Fantasy",259538648.02,864691284.81,Disney+
Star Wars: Galaxy's Edge-Adventure Awaits,PG,81.0,"Documentary and Educational, Family and Children",277876217.86,926014816.86,Disney+
The Hidden Kingdoms of China,PG,88.0,"Documentary and Educational, Family and Children",8118006.93,23903662.65,Disney+
The Peanuts Movie,G,89.0,"Animation, Comedy, Family and Children",16414907.11,51649717.78,Disney+
Big Cat Games,PG,44.0,"Documentary and Educational, Family and Children, Reality",287664245.78,958747422.58,Disney+
Black Is King,13+,86.0,Musicals,83871023.54,277232897.78,Disney+
Cradle of the Gods,PG,45.0,"Documentary and Educational, History",262137462.46,873382102.71,Disney+
Hunt for the Abominable Snowman,PG,45.0,Documentary and Educational,117249740.57,388856239.45,Disney+
Incredibles 2,PG,118.0,"Action, Animation, Family and Children",36610917.23,119188147.6,Disney+
Lost Temple of the Inca,PG,44.0,Documentary and Educational,25052516.86,80535155.89,Disney+
Surviving the Mount St. Helens Disaster,PG,44.0,Documentary and Educational,47795861.83,156592248.29,Disney+
Pirates of the Caribbean: Dead Men Tell No Tales,13+,129.0,"Action, Fantasy",75718065.27,249968205.55,Disney+
A Pre-Opening Report from Disneyland,PG,55.0,"Documentary and Educational, Family and Children, History",147066987.83,488569502.1,Disney+
Diary of a Wimpy Kid: The Long Haul,PG,92.0,"Comedy, Family and Children",210747872.27,701527750.78,Disney+
Lost City of Machu Picchu,13+,44.0,"Documentary and Educational, Family and Children",295933174.37,986399936.63,Disney+
The Mouseketeers at Walt Disney World,PG,56.0,"Drama, Family and Children",133010516.24,441562592.61,Disney+
X-Men: Apocalypse,13+,144.0,"Action, Family and Children, Sci-Fi",155937297.76,518233123.85,Disney+
Hamilton: History Has Its Eyes on You,PG,47.0,"History, Musicals",157022894.71,521863519.81,Disney+
Solo: A Star Wars Story,13+,135.0,"Action, Sci-Fi, Thriller",162290872.29,539480412.05,Disney+
X-Men: Days of Future Past,13+,132.0,"Action, Family and Children, Sci-Fi",155804456.47,517788883.04,Disney+
The Undefeated Presents: Hamilton In-Depth,PG,33.0,"History, Musicals",3623651.76,8873877.59,Disney+
Diary of a Wimpy Kid: Rodrick Rules,PG,100.0,"Comedy, Family and Children",1515721.81,1824649.63,Disney+
Hamilton,13+,160.0,"Documentary and Educational, History, Musicals",30202229.12,97756551.49,Disney+
Ice Age: Collision Course,PG,97.0,"Action, Animation, Comedy",31365424.43,101646447.77,Disney+
Race to Witch Mountain,PG,100.0,"Action, Family and Children, Sci-Fi",211764175.78,704926419.26,Disney+
The Big Green,PG,100.0,"Comedy, Family and Children, Sports",62269893.72,204995540.91,Disney+
The Mighty Ducks,PG,104.0,"Comedy, Drama, Sports",268519517.32,894724633.35,Disney+
While You Were Sleeping,PG,104.0,"Comedy, Drama, Romance",278653292.54,928613468.94,Disney+
Man in Space,PG,49.0,"Documentary and Educational, Family and Children",292792108.03,975895748.56,Disney+
Mars and Beyond,G,53.0,"Animation, Documentary and Educational, Family and Children",281785310.16,939087396.76,Disney+
Marvel Studios' Avengers: Infinity War,13+,152.0,"Action, Fantasy, Sci-Fi",82294608.25,271961133.09,Disney+
Tarzan,G,93.0,"Action, Animation, Drama",153423276.57,509825867.02,Disney+
Tarzan II,G,75.0,"Action, Animation, Drama",53461036.09,175537424.7,Disney+
Big Sur: Wild California,PG,47.0,"Documentary and Educational, Family and Children",242056686.9,806229034.21,Disney+
Egypt's Treasure Guardians,PG,44.0,"Documentary and Educational, History",266641079.84,888442861.97,Disney+
The Jungle Book,PG,108.0,"Action, Drama, Family and Children",255535362.95,851303710.41,Disney+
The Pirate Fairy,G,78.0,"Action, Animation, Family and Children",130576717.66,433423612.0,Disney+
Trail Mix-Up,G,9.0,"Action, Animation, Comedy",227843491.52,758698017.3,Disney+
Tummy Trouble,G,8.0,"Action, Animation, Comedy",30176171.7,97669411.66,Disney+
Artemis Fowl,PG,96.0,"Action, Fantasy, Thriller",13033186.42,40340746.14,Disney+
The Liberty Story,PG,48.0,"Drama, Family and Children, History",226217687.88,753261090.67,Disney+
The Story of the Animated Drawing,PG,49.0,"Documentary and Educational, Family and Children",128181227.02,425412738.8,Disney+
Walt & El Grupo,PG,108.0,"Documentary and Educational, History",298669230.16,995549709.81,Disney+
America's Greatest Animals,PG,90.0,"Documentary and Educational, Family and Children",30079010.54,97344490.43,Disney+
Chasing the Equinox,PG,45.0,Documentary and Educational,256832676.78,855642118.77,Disney+
Percy Jackson & The Olympians: The Lightning Thief,PG,119.0,"Action, Family and Children, Fantasy",144514936.59,480035067.22,Disney+
Women Of Impact: Changing The World,PG,44.0,"Documentary and Educational, History",248317908.46,827167480.48,Disney+
"Maggie Simpson in ""The Longest Daycare""",PG,5.0,"Animation, Comedy",245321057.37,817145569.44,Disney+
Mickey and the Seal,G,7.0,"Animation, Family and Children",274881608.41,916000402.16,Disney+
The Moon-Spinners,PG,119.0,"Drama, Thriller",90057153.37,297920226.28,Disney+
Fantastic Mr. Fox,PG,88.0,"Animation, Comedy, Thriller",284990006.69,949804373.53,Disney+
"Hello, Dolly!",G,147.0,"Comedy, Musicals, Romance",46348421.15,151751793.66,Disney+
Out,PG,12.0,"Animation, Family and Children, Fantasy",25508664.5,82060580.72,Disney+
The Boys: The Sherman Brothers' Story,PG,102.0,"Documentary and Educational, Musicals",130053039.69,431672355.82,Disney+
Maleficent: Mistress of Evil,PG,121.0,"Action, Family and Children, Fantasy",248668567.62,828340136.34,Disney+
Star Wars: The Rise of Skywalker (Episode IX),13+,142.0,"Action, Family and Children, Sci-Fi",142552918.06,473473788.52,Disney+
John Carter,13+,134.0,"Action, Family and Children, Fantasy",248956716.58,829303748.86,Disney+
Bride of Boogedy,PG,93.0,"Action, Family and Children, Fantasy",219176354.93,729713837.11,Disney+
George of the Jungle,PG,93.0,"Action, Comedy, Family and Children",63619087.46,209507443.3,Disney+
Homeward Bound II: Lost in San Francisco,G,90.0,"Action, Documentary and Educational, Family and Children",284715605.84,948886736.74,Disney+
Homeward Bound: The Incredible Journey,G,85.0,"Action, Documentary and Educational, Family and Children",19173569.42,60875090.51,Disney+
How to Play Baseball,G,8.0,"Animation, Family and Children, Sports",269585632.56,898289879.57,Disney+
In Beaver Valley,PG,32.0,"Documentary and Educational, Family and Children",92028591.25,304513004.65,Disney+
Nature's Half Acre,PG,33.0,"Documentary and Educational, Family and Children",150544276.87,500198068.36,Disney+
Prowlers of the Everglades,PG,32.0,Documentary and Educational,127283209.94,422409637.51,Disney+
The Princess Bride,PG,99.0,"Action, Comedy, Family and Children",52378532.52,171917373.46,Disney+
Water Birds,G,31.0,"Documentary and Educational, Family and Children",108085913.05,358211051.72,Disney+
National Treasure,PG,132.0,"Action, Thriller",58687396.45,193015142.85,Disney+
Born Wild: The Next Generation,PG,44.0,Documentary and Educational,61962056.16,203966086.81,Disney+
The Olympic Elk,G,27.0,"Documentary and Educational, Family and Children",56929993.97,187138130.34,Disney+
Jane Goodall: The Hope,13+,89.0,Documentary and Educational,147216196.72,489068478.61,Disney+
Let's Stick Together,G,7.0,"Animation, Family and Children",239581478.89,797951574.37,Disney+
Pluto's Purchase,G,7.0,"Animation, Family and Children",171122040.09,569013136.76,Disney+
A Celebration of the Music from Coco,PG,48.0,Musicals,268068769.98,893217267.89,Disney+
"Maggie Simpson in ""Playdate with Destiny""",G,5.0,"Animation, Comedy",191326802.08,636580834.13,Disney+
A Tale of Two Critters,G,48.0,"Documentary and Educational, Family and Children",207112694.57,689371181.62,Disney+
All in a Nutshell,G,7.0,"Animation, Family and Children",200614561.69,667640469.0,Disney+
Disneynature Penguins,G,77.0,"Documentary and Educational, Family and Children",135388298.76,449514247.26,Disney+
Diving with Dolphins,G,79.0,"Documentary and Educational, Family and Children",207112307.84,689369888.32,Disney+
Dolphin Reef,G,78.0,"Documentary and Educational, Family and Children",21842616.19,69800775.69,Disney+
Don's Fountain of Youth,G,6.0,"Animation, Family and Children",258095590.1,859865486.77,Disney+
Donald's Dog Laundry,G,9.0,"Animation, Family and Children",233565830.89,777834362.23,Disney+
Double Dribble,G,8.0,"Animation, Family and Children, Sports",74323757.51,245305435.24,Disney+
Dragon Around,G,7.0,"Animation, Family and Children",230641703.82,768055651.01,Disney+
Elephant,G,89.0,"Documentary and Educational, Family and Children",4780137.82,12741337.14,Disney+
Elmer Elephant,G,8.0,"Animation, Family and Children",65956725.17,217324847.82,Disney+
How To Play Football,G,9.0,"Animation, Comedy, Family and Children",20476034.36,65230724.95,Disney+
In the Footsteps of Elephant,G,88.0,"Documentary and Educational, Family and Children",234287848.07,780248893.93,Disney+
"Lambert, The Sheepish Lion",G,8.0,"Animation, Family and Children",227006371.2,755898563.76,Disney+
On Ice,G,9.0,"Animation, Comedy, Family and Children",244277171.12,813654660.2,Disney+
Onward,PG,103.0,"Action, Animation, Comedy",2340026.3,4581245.16,Disney+
Out of Scale,G,8.0,"Animation, Family and Children",150868585.28,501282603.41,Disney+
Penguins: Life on the Edge,G,78.0,"Documentary and Educational, Family and Children",211746023.06,704865713.9,Disney+
Pluto's Party,G,8.0,"Animation, Family and Children",47464937.49,155485588.63,Disney+
Sea Scouts,PG,8.0,"Animation, Family and Children",195287427.53,649825748.44,Disney+
The Boy Who Talked to Badgers,PG,90.0,"Action, Documentary and Educational, Drama",26148919.69,84201688.3,Disney+
The New Neighbor,G,7.0,"Animation, Family and Children",55216430.98,181407723.52,Disney+
The Small One,PG,25.0,"Animation, Family and Children, History",143263247.68,475849235.31,Disney+
The Straight Story,G,112.0,"Documentary and Educational, Drama",196415980.65,653599796.17,Disney+
Frankenweenie,PG,88.0,"Animation, Comedy, Drama",44614868.96,145954540.04,Disney+
Mars Needs Moms,PG,91.0,"Action, Animation, Family and Children",56381775.92,185304808.5,Disney+
Prom,PG,105.0,"Comedy, Drama",62129463.75,204525922.43,Disney+
The Last Song,PG,109.0,"Drama, Musicals",72371540.6,238776934.62,Disney+
The Odd Life of Timothy Green,PG,106.0,"Drama, Family and Children, Fantasy",68739600.71,226631193.14,Disney+
A Wrinkle in Time,PG,112.0,"Action, Drama, Family and Children",119149583.44,395209593.59,Disney+
G-Force,PG,92.0,"Action, Comedy, Family and Children",196483105.6,653824271.87,Disney+
Frozen 2,PG,107.0,"Action, Animation, Family and Children",131971503.16,438087979.96,Disney+
Stargirl,PG,107.0,"Drama, Musicals",233016198.72,775996311.36,Disney+
